u,v,key,osmid,highway,maxspeed,name,oneway,ref,reversed,length,geometry,lanes,access,bridge,junction,tunnel,area,width,service
3598381018,2725393950,0,267058133,residential,,,False,,False,17.20092875758546,"LINESTRING (78.5838456 17.3251748, 78.5840069 17.32516)",,,,,,,,
3612554135,3612554096,0,355706256,residential,,,False,,True,78.71226834848221,"LINESTRING (78.4670118 17.3664005, 78.466888 17.3660329, 78.4665671 17.3661315)",,,,,,,,
2852560618,2854452946,0,282035492,residential,,,False,,False,65.61647112149352,"LINESTRING (78.4167843 17.3935401, 78.4174024 17.3935578)",,,,,,,,
2225436699,2225436692,0,212727620,residential,,,False,,False,46.79679995826977,"LINESTRING (78.5518245 17.4708082, 78.552254 17.4707119)",,,,,,,,
7682084245,5114976745,0,822775285,residential,,,False,,True,89.83537117893023,"LINESTRING (78.4525113 17.3250874, 78.4524813 17.32428)",,,,,,,,
2240857046,2240857045,0,214567962,residential,,,False,,False,26.62677922567365,"LINESTRING (78.5614314 17.4181676, 78.5616799 17.4181341)",,,,,,,,
2766314636,2766314633,0,348675281,residential,,,False,,False,15.606072585934053,"LINESTRING (78.3484463 17.5137652, 78.3485649 17.5138483)",,,,,,,,
2653211597,3207175074,0,314669526,secondary,60.0,Dr A.S.Rao Nagar Road,True,,False,39.69533356865063,"LINESTRING (78.5544614 17.4815522, 78.5547593 17.481438, 78.554807 17.4814155)",,,,,,,,
2805341972,2805343510,0,354044692,residential,,,False,,True,131.38970451509906,"LINESTRING (78.572633 17.4376591, 78.5726391 17.4388407)",,,,,,,,
3550387370,2795735094,0,"[420182588, 420182590]",residential,,,False,,False,100.07098847221089,"LINESTRING (78.3924059 17.3178199, 78.3925318 17.3178029, 78.3927821 17.3177694, 78.3928672 17.3177604, 78.3929623 17.3177353, 78.3929839 17.3177162, 78.3929946 17.3176791, 78.392994 17.3174486, 78.3930047 17.317423, 78.3930335 17.3173987)",,,,,,,,
3612550200,3670019759,0,355705884,residential,,,False,,False,34.18941678881684,"LINESTRING (78.4928087 17.3564949, 78.492751 17.3561924)",,,,,,,,
3612553441,3612553413,0,363191137,residential,,,False,,True,20.12548083646387,"LINESTRING (78.4446374 17.363714, 78.4444947 17.3635948)",,,,,,,,
3598258131,3598258133,0,213992636,residential,,,False,,False,18.6744696866905,"LINESTRING (78.5012952 17.4351733, 78.5011207 17.4351954)",,,,,,,,
3612542061,3612542016,0,267617606,residential,,,False,,False,53.54768104953767,"LINESTRING (78.4693124 17.3266835, 78.4690436 17.3264611, 78.4690317 17.3264477, 78.4690302 17.3264285, 78.4690334 17.3264171, 78.4690399 17.3264029, 78.4690967 17.326347)",,,,,,,,
2852309485,2852309430,0,281255702,residential,,,False,,False,57.64908934595416,"LINESTRING (78.4255147 17.5146164, 78.4252775 17.5141499)",,,,,,,,
3612565722,3612565541,0,355689016,residential,,,False,,True,42.35220562999512,"LINESTRING (78.4454285 17.3934963, 78.4453003 17.3931356)",,,,,,,,
3612561868,2236282522,0,355694292,residential,,,False,,True,15.849311588327032,"LINESTRING (78.5223415 17.3842922, 78.5221963 17.3843256)",,,,,,,,
3602308059,3602308100,0,354533327,living_street,,,False,,False,24.593758839466425,"LINESTRING (78.4004985 17.4561771, 78.4005331 17.4563958)",,,,,,,,
3602306366,2249841473,0,277794381,residential,,,False,,True,57.23836597173487,"LINESTRING (78.4098953 17.448829, 78.4104337 17.4488631)",,,,,,,,
2959415300,2822548221,0,162916539,residential,,,False,,False,72.99113614013885,"LINESTRING (78.4184727 17.4524997, 78.4184668 17.4518433)",,,,,,,,
2234498797,12035544720,0,1299237943,residential,,,False,,False,7.460523025290843,"LINESTRING (78.5161271 17.410087, 78.5161974 17.4100884)",,,,,,,,
2249917828,2249917856,0,490446803,tertiary,,BN Readdy Road,False,,True,39.62267181080085,"LINESTRING (78.5564033 17.3202227, 78.5566108 17.3205189)",,,,,,,,
660104079,2802931923,0,818284140,tertiary,,Torror Road,False,,False,123.50842549318315,"LINESTRING (78.6072796 17.3086382, 78.6077651 17.3076288)",,,,,,,,
2228597630,2228597583,0,213109307,residential,,,False,,False,30.89100227272179,"LINESTRING (78.3641513 17.4800453, 78.3641355 17.4797679)",,,,,,,,
315061321,2857630728,0,"[281781866, 1190095038]",residential,,,False,,"[False, True]",95.89897943154236,"LINESTRING (78.4948053 17.4108439, 78.4950591 17.410686, 78.4949888 17.4112554)",,,,,,,,
2245835767,2243962425,0,355697811,residential,,,False,,True,194.13262610261623,"LINESTRING (78.5264591 17.3640601, 78.5267048 17.3636679, 78.5267383 17.3635552, 78.526758 17.3632671, 78.5267423 17.3630343, 78.5266712 17.3625647, 78.5266069 17.3624005)",,,,,,,,
2852844669,4198566586,0,822507093,residential,,Local 11,True,,False,27.625719813472514,"LINESTRING (78.4186085 17.5257875, 78.4186222 17.5255394)",,,,,,,,
12169340286,13038728375,0,1314775365,residential,,,False,,True,47.59521462094869,"LINESTRING (78.2872014 17.4388134, 78.2872293 17.4387363, 78.2873091 17.4383983)",,,,,,,,
2744233502,2744233507,0,269128502,residential,,Temple lane,False,,True,10.28897943691918,"LINESTRING (78.407589 17.3343573, 78.4076003 17.3344492)",,,,,,,,
2225437015,2222306900,0,161697766,residential,,,False,,False,14.643419234347675,"LINESTRING (78.5473933 17.4773008, 78.5473821 17.477276, 78.5473679 17.4772532, 78.547344 17.4772262, 78.5473035 17.4772077)",,,,,,,,
2231529577,2231529518,0,213462027,residential,,,False,,True,25.21189106334202,"LINESTRING (78.5605909 17.4612111, 78.560498 17.4610024)",,,,,,,,
11572006357,11572006356,0,1244820234,residential,,,False,,True,29.0210754721108,"LINESTRING (78.4226177 17.5187773, 78.4225823 17.5185185)",,,,,,,,
3598380868,4471522481,0,450230037,residential,,,False,,False,29.959202545875005,"LINESTRING (78.5871084 17.3244865, 78.5868329 17.324428)",,,,,,,,
12045068098,12045068097,0,1300407279,residential,,,False,,True,55.287114477457,"LINESTRING (78.4943168 17.4408576, 78.4938397 17.4410577)",,,,,,,,
1296288659,1296288651,0,419701905,residential,,,False,,True,38.10150918707836,"LINESTRING (78.4148848 17.4072682, 78.4149392 17.4076069)",,,,,,,,
7663215822,13388431276,0,820868524,residential,,,False,,True,14.411149597501694,"LINESTRING (78.3414732 17.4705697, 78.3414786 17.4706992)",,,,,,,,
12506398009,13386016511,0,282035708,residential,,,False,,False,13.32660427862387,"LINESTRING (78.4180424 17.392086, 78.4181641 17.3920564)",,,,,,,,
3618932415,2852573290,0,281277501,residential,,,False,,False,25.91086922691485,"LINESTRING (78.4569946 17.5259502, 78.4569165 17.5257294)",,,,,,,,
2730860561,3550390743,0,267647990,residential,,,False,,True,8.667955795336649,"LINESTRING (78.4191422 17.3475269, 78.4191044 17.3474578)",,,,,,,,
2794237371,2461497035,0,281535094,residential,,,False,,False,41.34265741930989,"LINESTRING (78.3987531 17.388355, 78.3991013 17.3881882)",,,,,,,,
1736655552,11572283041,0,161706825,residential,,,False,,True,49.09409871669668,"LINESTRING (78.5449604 17.481375, 78.5449591 17.4812026, 78.5449596 17.4809604, 78.5449589 17.4809335)",,,,,,,,
3612555878,4193374611,0,355696552,residential,,,False,,True,28.92247210341933,"LINESTRING (78.4454794 17.3705509, 78.4454812 17.370811)",,,,,,,,
2586462583,2586462579,0,354056383,residential,,,False,,True,21.77370156812561,"LINESTRING (78.574873 17.3736206, 78.5746715 17.3736575)",,,,,,,,
308942940,308942956,0,680640304,residential,,,False,,True,63.59885430668872,"LINESTRING (78.4909876 17.4129864, 78.4909181 17.4124183)",,,,,,,,
4193321061,7686536668,0,823300219,residential,,,False,,True,96.2104274276766,"LINESTRING (78.5031801 17.5212241, 78.5028708 17.5207318, 78.5028466 17.5207023, 78.5028245 17.5206905, 78.5027979 17.5206897, 78.5025836 17.5206903)",,,,,,,,
3602299499,4180561531,0,1301514058,residential,,,False,,True,38.1128829028073,"LINESTRING (78.3948261 17.4222657, 78.3951822 17.4223109)",,,,,,,,
3598380492,2249917942,0,490446803,tertiary,,BN Readdy Road,False,,True,42.73805546742138,"LINESTRING (78.5576074 17.3219413, 78.5578312 17.3222608)",,,,,,,,
2234833615,4013913687,0,398641731,residential,,,False,,False,37.340362159400776,"LINESTRING (78.5167604 17.436277, 78.5165325 17.4360839, 78.5165003 17.4361168)",,,,,,,,
2744334547,2744334537,0,269141297,residential,,,False,,False,53.94468316242672,"LINESTRING (78.4928508 17.3198877, 78.4925883 17.3194723)",,,,,,,,
12033424476,12033424475,0,1299043388,residential,,,False,,True,48.82548238302924,"LINESTRING (78.4001282 17.3859396, 78.3996716 17.3859938)",,,,,,,,
13397092854,3602328403,0,"[1460689080, 354531218]",residential,,Setwin Colony Road,False,,True,147.56625888445197,"LINESTRING (78.3814687 17.5087975, 78.3814561 17.5087929, 78.3814159 17.5087685, 78.3813878 17.508727, 78.3813682 17.508668, 78.3813041 17.5083624, 78.3812315 17.5075194)",,,,,,,,
7715722480,7715722481,0,826380128,residential,,,False,,True,92.68919565975057,"LINESTRING (78.565386 17.463092, 78.5646511 17.462641)",,,,,,,,
4208451501,4208451502,0,461603820,residential,,,False,,False,38.53737141682759,"LINESTRING (78.6042572 17.3388355, 78.6039129 17.3389455)",,,,,,,,
2852295089,2852295085,0,1237995784,residential,,Aditya Home Line,False,,False,47.6863479011958,"LINESTRING (78.3941704 17.507147, 78.3946182 17.5071078)",,,,,,,,
2852844684,2781498979,0,417510443,residential,,,False,,False,46.11519120084015,"LINESTRING (78.4481169 17.5299816, 78.4485504 17.5299481)",,,,,,,,
3602301102,7385438468,0,116564876,residential,,,False,,False,26.1082384243088,"LINESTRING (78.4206956 17.4326313, 78.4207038 17.4327072, 78.4207084 17.4328361, 78.4207136 17.4328652)",,,,,,,,
2244374678,11883482900,0,215013541,residential,,road number 7,False,,False,64.00509736618618,"LINESTRING (78.5271239 17.3494059, 78.5276667 17.3494278, 78.5277174 17.3493976)",,,,,,,,
1594755294,1594752629,0,537091272,residential,,,False,,False,36.24456254502567,"LINESTRING (78.5622403 17.3802128, 78.5618988 17.3802183)",,,,,,,,
3598257039,3598256802,0,354036712,residential,,,False,,False,177.63397746571988,"LINESTRING (78.5170964 17.4308997, 78.518275 17.429765)",,,,,,,,
3598307357,4208968346,0,279940634,residential,,,False,,True,97.7134037389678,"LINESTRING (78.5672011 17.4306858, 78.5670799 17.4306384, 78.566349 17.4303522)",,,,,,,,
3059817607,4496330586,0,354056603,residential,,,False,,False,44.77004337003821,"LINESTRING (78.6090201 17.3350061, 78.6090922 17.3354028)",,,,,,,,
3664696322,3664696324,0,354035206,residential,,,False,,True,45.65773889481572,"LINESTRING (78.5056284 17.5066904, 78.5058513 17.5070417)",,,,,,,,
2857968738,2859363308,0,281821555,residential,,,False,,True,14.569385997392189,"LINESTRING (78.4887055 17.3384739, 78.4885685 17.338482)",,,,,,,,
2225436543,2225436491,0,212727783,residential,,,False,,False,73.22265627435586,"LINESTRING (78.5405362 17.4683677, 78.5405238 17.4677093)",,,,,,,,
2244474349,2244474346,0,215024560,residential,20.0,,False,,True,48.30036967505279,"LINESTRING (78.5487329 17.3498584, 78.54837 17.3495963)",,,,,,,,
1314847803,1314847770,0,116683559,residential,,,True,,False,8.748595849516217,"LINESTRING (78.4518783 17.4197706, 78.4518499 17.4197588, 78.4518295 17.4197564, 78.451799 17.4197613)",,,,roundabout,,,,
2222050046,2222049937,0,212344713,residential,,,False,,False,41.691526287547255,"LINESTRING (78.2976663 17.4807306, 78.2977052 17.4803575)",,,,,,,,
3664722080,3602321081,0,354533299,residential,,,False,,True,45.81102686339493,"LINESTRING (78.4389341 17.4958394, 78.4388269 17.4954403)",,,,,,,,
4023436739,1316864556,0,99706107,residential,,residential road,False,,False,12.277051499869694,"LINESTRING (78.513341 17.3908442, 78.5134544 17.3908223)",,,,,,,,
3598313554,2795987322,0,363229336,residential,,,False,,False,47.4470449973688,"LINESTRING (78.5947583 17.4609809, 78.5947184 17.4605559)",,,,,,,,
4532810462,2222560928,0,822469712,residential,,,False,,True,160.49107071192276,"LINESTRING (78.5344707 17.4637529, 78.5343036 17.4623184)",,,,,,,,
312819937,2241233616,0,28475576,residential,,,False,,True,65.27299850495542,"LINESTRING (78.5361716 17.3770397, 78.5364198 17.3775768)",,,,,,,,
1324037617,1324037612,0,117549383,residential,,,False,,True,47.48905840400016,"LINESTRING (78.4454398 17.4042286, 78.4450247 17.4040689)",,,,,,,,
3182362250,3182362255,0,686188986,secondary,,allapur road,False,,True,119.57732988534164,"LINESTRING (78.3998076 17.4599352, 78.3992966 17.4601838, 78.3988033 17.4604237)",,,,,,,,
3598277345,3598277135,0,354037344,residential,,,False,,True,59.47092135946447,"LINESTRING (78.4976371 17.4909371, 78.49733 17.4904896)",,,,,,,,
2231530569,2231530563,0,213462224,residential,,,False,,True,55.785773612430575,"LINESTRING (78.5382379 17.4756059, 78.5379027 17.4755709, 78.5377154 17.4755485)",,,,,,,,
4169709257,4169709255,0,416136616,residential,,,False,,False,98.79434578644054,"LINESTRING (78.3212911 17.4908869, 78.3210806 17.4903318, 78.3210669 17.4900339)",,,,,,,,
2859817229,2859817236,0,282035414,residential,,,False,,True,30.95256330218584,"LINESTRING (78.429814 17.3907247, 78.4295313 17.3907933)",,,,,,,,
2785953872,2785953850,0,273776695,residential,,,False,,True,79.10900641788308,"LINESTRING (78.4462364 17.4850318, 78.4462519 17.4846657, 78.4462931 17.4843229)",,,,,,,,
10593574663,10593574664,0,1136392271,residential,,,False,,False,36.37630480282844,"LINESTRING (78.5678856 17.345275, 78.5678583 17.3456011)",,,,,,,,
3612548608,2244374787,0,215009546,residential,,road number 12,False,,False,18.13882875774777,"LINESTRING (78.5238345 17.3513289, 78.523664 17.3513177)",,,,,,,,
11571880355,3612560044,0,214568166,residential,,,False,,True,29.306985875544733,"LINESTRING (78.502526 17.3789823, 78.5025208 17.378962, 78.5025089 17.3787196)",,,,,,,,
2795965248,3598315405,0,354043390,residential,,,False,,False,38.905389273541374,"LINESTRING (78.6103217 17.4715877, 78.6106822 17.4715231)",,,,,,,,
5300518116,5300518117,0,548680353,residential,,,False,,False,63.4554228293636,"LINESTRING (78.6092995 17.3131483, 78.6096618 17.3136022)",,,,,,,,
3612541507,2744379699,0,269144419,residential,,,False,,True,43.971520312247854,"LINESTRING (78.491666 17.3252157, 78.4914953 17.3251843, 78.4912614 17.3252373)",,,,,,,,
3678446305,13277471241,0,1447114587,tertiary,30,Hyderguda road,False,,True,3.605900806306485,"LINESTRING (78.4225109 17.3631313, 78.4225429 17.3631422)",2.0,,,,,,,
2790062331,3598271422,0,354039800,residential,,,False,,True,14.571329856758137,"LINESTRING (78.4859554 17.4737243, 78.4858853 17.4736116)",,,,,,,,
2852234313,3059834362,0,582948897,residential,,,False,,False,8.961810361691409,"LINESTRING (78.4565481 17.3814026, 78.4564705 17.3814344)",,,,,,,,
1578270583,11050634025,0,144262788,residential,,,False,,False,40.776688472566256,"LINESTRING (78.4195876 17.4897313, 78.4194794 17.4898607, 78.41945 17.4899193, 78.4194435 17.4899897, 78.4194636 17.4900524)",,,,,,,,
4193188242,4193188243,0,419196422,residential,,,False,,False,66.7912682574859,"LINESTRING (78.3221501 17.4961619, 78.3224724 17.4961452, 78.3227792 17.4961565)",,,,,,,,
3550388623,3550388594,0,349095969,residential,,,False,,False,64.22001897928631,"LINESTRING (78.4305555 17.3268958, 78.4302073 17.3264235)",,,,,,,,
3618932259,3618932233,0,281277726,residential,,,False,,False,38.0850962972324,"LINESTRING (78.4600795 17.5256168, 78.4604023 17.5254666)",,,,,,,,
10185475758,1337362247,0,118968988,residential,,,False,,True,47.28838791196573,"LINESTRING (78.448672 17.4460082, 78.4486285 17.446044, 78.4485532 17.4461201, 78.4484688 17.4462072, 78.4483548 17.4463064)",,,,,,,,
352758861,352758834,0,31520964,residential,,,False,,True,203.29164581638312,"LINESTRING (78.4258161 17.4392614, 78.4257959 17.4391954, 78.4257882 17.4391866, 78.4257744 17.4391839, 78.4257597 17.4391866, 78.4240859 17.4398265)",,,,,,,,
11121521613,2228999670,0,1207749959,residential,,,False,,False,92.67051935260228,"LINESTRING (78.3422043 17.4830487, 78.342396 17.4838618)",,,,,,,,
2795821037,3550379283,0,274912639,residential,,,False,,False,41.47550647027947,"LINESTRING (78.574571 17.4881313, 78.5745046 17.4880966, 78.5744311 17.4878041)",,,,,,,,
11539602692,4204193897,0,1241901696,trunk,50,Darul Shifa Road,False,,True,3.3628100388657143,"LINESTRING (78.4789764 17.3569361, 78.4789818 17.3569659)",,,,,,,,
11849647703,11849647702,0,1276327361,tertiary_link,,,False,,True,6.949273455407607,"LINESTRING (78.3816055 17.4862546, 78.381545 17.4862786)",,,,,,,,
2783189684,2783189709,0,419828284,residential,,,False,,False,88.46821444616,"LINESTRING (78.5114914 17.5191447, 78.5109959 17.5197848)",,,,,,,,
2221880569,2221880666,0,1205170648,residential,,road no 4,False,,True,45.75129121035136,"LINESTRING (78.5018762 17.4970416, 78.5015207 17.4972747)",,,,,,,,
2155671804,11037063343,0,205594273,residential,,,False,,False,60.170593276257854,"LINESTRING (78.3749609 17.4159173, 78.3749553 17.4164584)",,,,,,,,
2225549955,3602315653,0,212740364,residential,,,False,,True,120.7991163991714,"LINESTRING (78.3315923 17.484111, 78.331511 17.4851946)",,,,,,,,
2225436526,3059853445,0,212727747,residential,,,False,,True,35.19767962852057,"LINESTRING (78.5492261 17.4681929, 78.5488949 17.4682126)",,,,,,,,
1401014142,1401038386,0,126365519,residential,,,False,,False,43.24986946711752,"LINESTRING (78.5210505 17.4451402, 78.5209251 17.4447701)",,,,,,,,
2232047747,2232047690,0,418882351,residential,,,False,,True,18.329454464914058,"LINESTRING (78.50772 17.498873, 78.5076606 17.4987182)",,,,,,,,
2244373900,2244373983,0,215009547,residential,,,False,,True,53.40500912879145,"LINESTRING (78.5210383 17.3456049, 78.5205819 17.3458071)",,permissive,,,,,,
2858395979,2858395987,0,281879657,residential,,,False,,True,23.63271577476803,"LINESTRING (78.4955986 17.3432394, 78.4956065 17.3434518)",,,,,,,,
1332730372,1332730368,0,1461793925,residential,,,False,,False,4.760887155483149,"LINESTRING (78.5274334 17.4564219, 78.5274074 17.4564568)",,,,,,,,
2859523084,2790073155,0,1424926005,residential,,,False,,False,41.27463261730278,"LINESTRING (78.4941866 17.3574751, 78.4945752 17.3574897)",,,,,,,,
13504048514,3602327046,0,354535931,residential,,,False,,True,18.25834802343301,"LINESTRING (78.4078316 17.5048658, 78.4076617 17.5048924)",,,,,,,,
353012663,353012676,0,118966715,residential,,,False,,True,45.36149447334046,"LINESTRING (78.4443237 17.4441228, 78.4439006 17.4441819)",,,,,,,,
3598382509,3598382526,0,354058113,residential,,,False,,True,31.214381892467756,"LINESTRING (78.5825024 17.332865, 78.5822304 17.3329717)",,,,,,,,
13297207966,306621518,0,321150675,tertiary,,,False,,True,56.08144062817685,"LINESTRING (78.4660768 17.3429278, 78.4660828 17.3430729, 78.4660571 17.3434312)",,,,,,,,
356328039,356328043,0,31826092,residential,,,False,,False,42.8828322615842,"LINESTRING (78.4211755 17.4293563, 78.4215684 17.4292657)",,,,,,,,
312820056,312820053,0,355709170,residential,,,False,,True,119.82777574700502,"LINESTRING (78.5098251 17.3741421, 78.5099584 17.3752122)",,,,,,,,
3612550247,11064263474,0,1191718776,residential,,,False,,False,21.376765692127524,"LINESTRING (78.4729724 17.3566437, 78.4731726 17.3566226)",,,,,,,,
2249841708,2249841689,0,215523100,residential,,,False,,False,45.62198353195113,"LINESTRING (78.403488 17.4557706, 78.4037224 17.4556479, 78.4038651 17.4555733)",,,,,,,,
3598255569,3598255610,0,354039578,residential,,,False,,True,25.470998767610222,"LINESTRING (78.4922615 17.4256249, 78.4923122 17.4258488)",,,,,,,,
2245995203,2245995171,0,363189870,residential,,,False,,True,27.09641055163753,"LINESTRING (78.5381409 17.3445173, 78.5380833 17.3442799)",,,,,,,,
2249584965,2245995039,0,215187510,residential,,,False,,False,45.46376088955542,"LINESTRING (78.5379068 17.3425866, 78.5383305 17.3425266)",,,,,,,,
2802932465,660107964,0,363197311,residential,,,False,,False,76.52160690438853,"LINESTRING (78.6060838 17.3246283, 78.6068007 17.3245561)",,,,,,,,
1340857154,1340819856,0,119284143,residential,,,False,,True,22.152904203307465,"LINESTRING (78.55279 17.359429, 78.5527582 17.3592321)",,,,,,,,
3670022349,11575776241,0,"[354039365, 1298281367]","['residential', 'living_street']",,,False,,True,105.86220771741966,"LINESTRING (78.4522281 17.4561155, 78.4521363 17.4561085, 78.4520121 17.4561022, 78.4517251 17.4560941, 78.4515157 17.4561026, 78.4514194 17.4561029, 78.4513892 17.4561091, 78.451361 17.4561293, 78.4513376 17.4561598, 78.451333 17.4561964, 78.4513305 17.4562384)",,,,,,,,
11254491782,11254491783,0,1214727164,residential,,,False,,False,46.15833480198835,"LINESTRING (78.3536542 17.4587068, 78.3540383 17.4585117)",,,,,,,,
312813346,312813296,0,28474797,residential,,Kothapet-RK Puram Road,False,,True,54.70486925329504,"LINESTRING (78.5457024 17.3670308, 78.5452142 17.3668729)",,,,,,,,
3598308706,2805341971,0,354048241,residential,,,False,,True,52.00018365106665,"LINESTRING (78.5730098 17.4381344, 78.5730356 17.4376674)",,,,,,,,
2854814619,308538855,0,28093119,residential,,,False,,True,24.4545171506986,"LINESTRING (78.4872031 17.3765134, 78.4871527 17.3762988)",,,,,,,,
2852505055,308576224,0,321150683,residential,,,False,,False,7.511070778284706,"LINESTRING (78.4555112 17.3448344, 78.4554479 17.3448042)",,,,,,,,
2225282823,2225282849,0,212710594,residential,,,False,,False,28.237387042504373,"LINESTRING (78.5458089 17.4642278, 78.5458812 17.4644722)",,,,,,,,
734984940,3612563536,0,59275456,residential,,,False,,True,49.69037522175651,"LINESTRING (78.4457527 17.3898665, 78.4457743 17.3894201)",,,,,,,,
2240854925,2240854905,0,214568180,residential,,,False,,False,61.10150183971067,"LINESTRING (78.5217938 17.3757009, 78.522337 17.3755187)",,,,,,,,
2222050574,2222050527,0,212344727,residential,,,False,,True,30.22406580202137,"LINESTRING (78.2957923 17.48417, 78.2958143 17.483899)",,,,,,,,
2244917299,2244917314,0,215071808,residential,,,False,,False,42.1580941706286,"LINESTRING (78.3134318 17.4340911, 78.3134373 17.4344702)",,,,,,,,
827334118,827334135,0,68883441,residential,,,False,,True,133.52234148173113,"LINESTRING (78.3797101 17.4465279, 78.380925 17.4462139)",,,,,,,,
2249914584,2249914581,0,215531704,residential,,,False,,True,38.84284803631808,"LINESTRING (78.4280513 17.4633539, 78.4278917 17.4630395)",,,,,,,,
2778849650,2778849665,0,272988623,residential,,,False,,False,54.01089961516772,"LINESTRING (78.4460526 17.4874855, 78.4459746 17.4879655)",,,,,,,,
2803084491,2803084501,0,1190335603,residential,,,False,,True,28.37500658354676,"LINESTRING (78.5966751 17.3311286, 78.5966852 17.3313836)",,,,,,,,
2858396019,2858396021,0,281879621,residential,,,False,,True,32.37992718373514,"LINESTRING (78.4914849 17.3448045, 78.4911851 17.3448584)",,,,,,,,
2236318249,2236318257,0,363212892,residential,,Patel Nagar Road,False,,True,25.854370685566664,"LINESTRING (78.525268 17.3849294, 78.5251589 17.3851373)",,,,,,,,
3598285144,9190579297,0,273469581,residential,,,False,,True,21.640622850340208,"LINESTRING (78.4991121 17.5137059, 78.4989356 17.5136082)",,,,,,,,
11573916632,11573916630,0,213819366,residential,20,,False,,False,13.053823903323725,"LINESTRING (78.5075334 17.4045126, 78.5075279 17.4044225, 78.5075263 17.4043954)",,,,,,,,
2763929292,2763929311,0,271437904,residential,,,False,,True,77.2769537712203,"LINESTRING (78.3050961 17.509705, 78.3052807 17.5103773)",,,,,,,,
3059812566,3059812564,0,355691943,residential,,,False,,False,32.696287379866305,"LINESTRING (78.4404691 17.3191031, 78.4404356 17.3188108)",,,,,,,,
4182621291,3155595078,0,417775022,residential,,,False,,True,77.43846242619297,"LINESTRING (78.4769456 17.3935015, 78.4762201 17.3934261)",,,,,,,,
2234501352,4188768747,0,213819302,residential,,,False,,False,44.40201908763581,"LINESTRING (78.5138754 17.4272037, 78.5138111 17.4270578, 78.513754 17.4268906, 78.513722 17.426833)",,,,,,,,
2234501183,2234275974,0,213788185,residential,,,False,,True,14.306153750670394,"LINESTRING (78.5147175 17.4259702, 78.5147523 17.4258459)",,,,,,,,
2460272637,2460272638,0,238173330,residential,,,False,,True,19.50448768239083,"LINESTRING (78.4962726 17.41558, 78.4960954 17.4156267)",,,,,,,,
2921521033,3602326747,0,288598270,residential,,,False,,False,24.912942351650678,"LINESTRING (78.4035135 17.5043914, 78.4037415 17.5043374)",,,,,,,,
3670019355,4208844295,0,266310067,residential,,,False,,False,41.57067960095242,"LINESTRING (78.4471909 17.3267345, 78.4472538 17.3263655)",,,,,,,,
2531985085,2531984722,0,246118601,residential,,,False,,False,7.734055498506618,"LINESTRING (78.4215339 17.3247618, 78.4216064 17.3247549)",,,,,,,,
2852234292,3612560540,0,355706838,residential,,,False,,True,64.84868860723402,"LINESTRING (78.4576729 17.3805307, 78.457537 17.3805126, 78.4574727 17.3804939, 78.457435 17.3804563, 78.4574001 17.3801219)",,,,,,,,
2780909480,7680172295,0,822528750,residential,,,False,,False,18.3454972862794,"LINESTRING (78.412045 17.5264459, 78.4118727 17.5264609)",,,,,,,,
2232017284,3598267699,0,212727633,residential,,,False,,False,37.196070808209655,"LINESTRING (78.5521091 17.4626269, 78.5524566 17.462582)",,,,,,,,
2234832316,2234832440,0,213849501,residential,,,False,,False,81.9432119096314,"LINESTRING (78.5176778 17.3966857, 78.5179696 17.397368)",,,,,,,,
2795964887,2795964875,0,274926033,residential,,,False,,True,103.669447705927,"LINESTRING (78.5638602 17.4568475, 78.5635453 17.4559649)",,,,,,,,
2852325955,6308390333,0,354536853,residential,,,False,,False,8.250525085811654,"LINESTRING (78.4326893 17.5192695, 78.4327236 17.5193361)",,,,,,,,
661987716,661987718,0,51869504,tertiary,,Mansoorabad Road,False,,True,72.84596008528402,"LINESTRING (78.5584071 17.3534357, 78.5586915 17.3534738, 78.5588365 17.3534855, 78.5590882 17.3534555)",,,,,,,,
6159299922,3612554562,0,656771493,tertiary,,,False,,False,86.98006528550907,"LINESTRING (78.534924 17.3681286, 78.5356422 17.3680965, 78.5357427 17.368092)",,,,,,,,
1498284296,1498284319,0,136576518,residential,,,False,,False,46.60416797060764,"LINESTRING (78.449839 17.45125, 78.4498004 17.4508325)",,,,,,,,
3602309487,3602309516,0,354532012,residential,,,False,,True,49.29730672829297,"LINESTRING (78.3942579 17.4649488, 78.3938351 17.4651329)",,,,,,,,
2857519785,2857520049,0,281764152,residential,,,False,,False,61.57031014603998,"LINESTRING (78.4516102 17.3754925, 78.4515224 17.3757403, 78.4515075 17.3758312, 78.4515108 17.3760313)",,,,,,,,
2763874432,7244008450,0,271432303,residential,,,False,,False,106.76959079224297,"LINESTRING (78.2670924 17.534185, 78.2671876 17.5332291)",,,,,,,,
11276549617,3612574863,0,281798567,residential,,,False,,True,109.71239384807,"LINESTRING (78.4997039 17.4122978, 78.4994784 17.4124524, 78.4994736 17.412476, 78.4994736 17.4124957, 78.4994811 17.4125197, 78.4996739 17.4128351, 78.4996809 17.4128632, 78.4996735 17.4128857, 78.4994943 17.4130474)",,,,,,,,
2852505420,2852505419,0,28472265,residential,,,False,,False,29.099143310314613,"LINESTRING (78.4580989 17.3486954, 78.4583717 17.3486693)",,,,,,,,
2744334786,2744334785,0,269141197,residential,,,False,,True,7.094042833498963,"LINESTRING (78.4957901 17.3250797, 78.4957256 17.3250964)",,,,,,,,
2225282908,11059165397,0,212710598,residential,,,False,,False,33.15161075279931,"LINESTRING (78.5476662 17.465088, 78.5473682 17.4651779)",,,,,,,,
